,user_id,card_num,gender,first_name,last_name,email,job,card_type,address,branch,phone,birthdate,country,balance_usd
20,3618e1c7-54fb-4d12-9e8b-b502d0050ad8,8462590497,F,Winda,Novitasari,Winda38@hotmail.com,"Social research officer, government",MasterCard,"Gang Asia Afrika No. 132
Pontianak, Kalimantan Tengah 90377",Bitung,+62 (0275) 499 6326,1965-01-05,ID,14175.61
21,0ed9bd09-807e-47b0-8e47-4c43db10a6de,3130956186,F,Rahmi,Purnawati,Purnawati66@hotmail.com,Planning and development surveyor,AMEX,"Jl. Joyoboyo No. 2
Madiun, KR 66594",Gorontalo,+62 (983) 982 0339,1954-11-05,ID,75172.75
22,0ee349ed-e535-4deb-8ccb-05d7f791bf4c,0334459572,F,Devi,Purwanti,,"Lecturer, higher education",MasterCard,"Jalan Jend. A. Yani No. 12
Pontianak, SB 28796",Sukabumi,+62 (40) 181 0470,1941-08-10,ID,39298.53
23,cdf1d4b1-7a2b-4a7b-ab39-a7477df983ca,1437128616,M,Jindra,Nainggolan,Nainggolan66@gmail.com,"Therapist, occupational",MasterCard,"Jalan Jend. Sudirman No. 527
Batu, JB 44212",Surabaya,+62 (0577) 350-4098,1974-04-18,ID,64099.42
24,2f44d5c1-faca-4efb-8527-93fb6ac3e38b,1508884363,F,Usyi,Zulaika,Zulaika64@gmail.com,Information officer,AMEX,"Gg. Rajawali Timur No. 90
Lubuklinggau, Maluku Utara 92676",Banjarmasin,+62 (0233) 043 3814,1996-03-30,ID,90249.19
25,b50d4f2f-a2a9-490f-b568-cee209b6e8ec,2847847026,M,Agus,Rajasa,,Media buyer,AMEX,"Gang Pacuan Kuda No. 9
Kota Administrasi Jakarta Pusat, GO 89076",Kota Administrasi Jakarta Selatan,+62 (815) 538 6525,1954-06-23,ID,54357.4
26,4f95bcf2-61e0-4ff4-b4b7-1f41265eaf70,9738472415,F,Siti,Rahayu,Rahayu06@yahoo.com,Petroleum engineer,MasterCard,"Jl. Pasteur No. 01
Parepare, SB 13183",Magelang,+62-094-993-1962,1989-10-25,ID,62526.59
27,a775fe7b-6afe-4171-ba98-1e307544923c,6931569403,F,Chelsea,Riyanti,Chelsea47@yahoo.com,"Engineer, building services",AMEX,"Jl. Rajawali Barat No. 722
Surabaya, Gorontalo 67018",Bima,+62 (43) 366-9557,1988-01-26,ID,10616.66
28,947b3842-0a7d-4969-ae48-dbea08d7a5fa,3662785471,F,Vera,Aryani,,"Designer, fashion/clothing",MasterCard,"Gg. Cikapayang No. 37
Banda Aceh, RI 64483",Pasuruan,+62-036-424-1688,2003-01-19,ID,98500.63
29,800ce34f-8598-4c75-9a68-d039ab8021ec,1784983362,M,Bakiman,Wibisono,Bakiman70@gmail.com,Naval architect,AMEX,"Jalan Ahmad Yani No. 3
Yogyakarta, Jambi 63448",Kota Administrasi Jakarta Utara,(090) 789-0164,1999-09-27,ID,81378.45
30,661ba5a8-b7c4-47d3-ac6e-d4d91e756d77,4316499161,M,Hartaka,Habibi,Hartaka40@gmail.com,Trade union research officer,AMEX,"Gg. Setiabudhi No. 96
Palu, SU 48129",Jambi,(000) 346-1287,1948-02-07,ID,6675.36
31,97b0f5ac-66b1-4cce-86dc-28a8e7498765,1612369472,F,Zulfa,Nasyidah,Zulfa61@gmail.com,"Nurse, learning disability",AMEX,"Gang Cempaka No. 94
Blitar, Gorontalo 53122",Cilegon,+62-50-487-3421,1987-11-04,ID,93391.83
32,012e5b00-e79c-4329-94a9-e921b823aa6b,3616094057,F,Almira,Permata,Almira37@hotmail.com,IT consultant,Visa,"Gang Rajawali Timur No. 02
Jambi, KB 77643",Banjarbaru,0829778683,1999-10-29,ID,26630.2
33,ba60032e-7b50-4abf-be3e-3763c0db1351,5664606425,M,Empluk,Wibowo,Wibowo39@hotmail.com,"Investment banker, corporate",AMEX,"Jl. Rajiman No. 19
Jayapura, SG 31847",Pariaman,(014) 127 3190,1968-08-10,ID,69635.31
34,3ac47d64-4b7a-492a-aefa-3e32679ed73e,7866177001,F,Laila,Purnawati,Purnawati90@gmail.com,"Engineer, electronics",MasterCard,"Jl. M.T Haryono No. 1
Magelang, DI Yogyakarta 09320",Sorong,+62 (0405) 444 4020,1964-01-05,ID,87797.9
35,c885a59a-f7d8-4f96-980d-89b0761be1d9,1263385776,M,Cengkir,Ardianto,Cengkir29@gmail.com,Translator,Visa,"Gang Rajawali Barat No. 67
Yogyakarta, Bali 12233",Ambon,+62-0047-671-1965,1961-06-22,ID,21928.36
36,9d1253b7-3f73-45e4-b80a-d47b7b1ca461,6939375963,M,Naradi,Prasetyo,Prasetyo47@yahoo.com,Training and development officer,AMEX,"Jalan Ciwastra No. 7
Pontianak, Sumatera Utara 59543",Bengkulu,+62 (093) 222 0645,1948-12-26,ID,23499.94
37,bf452cca-24de-4ae7-9b7c-4cf4436a6056,0342682434,F,Septi,Suartini,Septi90@hotmail.com,"Editor, commissioning",AMEX,"Gang Kutai No. 913
Bandar Lampung, Bali 52777",Kendari,+62-006-940-6445,1963-01-16,ID,85172.12
38,b3bd6d71-5d51-4ab5-a467-0deb730637b8,4271697152,M,Bakiadi,Sinaga,,Environmental health practitioner,MasterCard,"Jalan S. Parman No. 5
Pekanbaru, ST 30877",Tasikmalaya,+62-0506-062-8233,1945-01-03,ID,5934.95
39,6a9d01c9-de80-4635-921a-f9384be88c3d,5899657172,F,Yance,Handayani,,"Runner, broadcasting/film/video",Visa,"Jalan Abdul Muis No. 46
Serang, Jawa Timur 50094",Serang,+62 (0611) 252-5616,1977-04-28,ID,90920.82
40,47335eec-9266-4580-983d-2d809a600088,0324898359,M,Sidiq,Irawan,Sidiq08@hotmail.com,Forest/woodland manager,MasterCard,"Jalan W.R. Supratman No. 496
Bukittinggi, Aceh 08070",Tegal,+62 (0665) 489-5079,1990-06-08,ID,10270.63
41,024373a7-deac-4d16-bcd9-84ea831a5484,6363315297,M,Nrima,Adriansyah,Adriansyah75@hotmail.com,"Designer, multimedia",Visa,"Gg. BKR No. 7
Kendari, KT 79983",Bau-Bau,+62 (0292) 316 4365,1979-05-07,ID,99932.33
42,93df1e8e-adfb-4413-8dd2-f013fb52ed16,5644435851,M,Jagapati,Nababan,Jagapati29@yahoo.com,Physiotherapist,Visa,"Gang Pasteur No. 979
Lhokseumawe, KB 01717",Banda Aceh,(022) 552 6791,1990-06-22,ID,38168.91
43,e38627e3-281d-4cdd-909e-6a59fdda1054,3768106749,F,Victoria,Namaga,Victoria82@yahoo.com,"Psychologist, clinical",MasterCard,"Jalan Abdul Muis No. 63
Bontang, Kepulauan Bangka Belitung 57569",Sibolga,083 226 6237,1953-01-29,ID,93974.74
44,58ab5b2c-b810-4aa7-9b07-2e1404ca374f,2800193163,F,Ani,Aryani,,Chartered accountant,AMEX,"Jalan S. Parman No. 330
Banjarbaru, Nusa Tenggara Barat 98155",Tegal,+62-95-602-2815,1978-03-01,ID,74728.89
45,a402d2f6-0477-4a36-a986-9294c616ac08,3899555716,F,Tira,Suartini,Tira40@hotmail.com,Barrister,Visa,"Gg. Gardujati No. 843
Tebingtinggi, SU 47644",Kotamobagu,(0703) 503 2773,1975-12-10,ID,93481.85
46,e105482a-d0aa-4b56-8964-cb6ad3c02ef8,0011878735,M,Gara,Wasita,Gara07@yahoo.com,Air cabin crew,MasterCard,"Jl. Ciumbuleuit No. 3
Bengkulu, BB 50193",Batu,+62-09-777-2721,2004-02-15,ID,8829.29
47,b5f71597-673b-4895-b526-7aedf9be42ac,9033395491,M,Gamani,Nugroho,Gamani14@yahoo.com,"Engineer, electronics",Visa,"Jl. Dipatiukur No. 6
Dumai, BA 06979",Pematangsiantar,(0302) 501 2814,2006-03-31,ID,23902.41
48,d60773a9-c33d-4c45-8c3c-6869e95d762a,9425182722,M,Cahyanto,Jailani,Cahyanto20@yahoo.com,Exercise physiologist,MasterCard,"Jl. HOS. Cokroaminoto No. 5
Kendari, NB 68341",Bima,+62 (0868) 784-9421,1955-05-16,ID,63076.7
49,e2cf16c6-72fd-47f5-b4bd-c1cafee3c2aa,9006659039,F,Novi,Aryani,,Museum education officer,Visa,"Gang Cikutra Barat No. 249
Tanjungbalai, Papua Barat 61074",Payakumbuh,+62 (742) 686-4648,1999-01-17,ID,14356.39
50,74515e64-7fb2-453e-8b0a-c8ad470639c0,6897776962,F,Zulaikha,Handayani,Handayani68@hotmail.com,"Engineer, site",Visa,"Gg. Bangka Raya No. 874
Lhokseumawe, SN 49357",Pangkalpinang,(058) 225 1061,1990-12-02,ID,51503.6
51,1cc44a62-2c3b-40e3-a559-38e74a70de2b,6326924753,M,Dadap,Megantara,Megantara26@gmail.com,Wellsite geologist,MasterCard,"Jl. Asia Afrika No. 367
Padang Sidempuan, SG 59036",Pangkalpinang,+62 (014) 462 7874,1984-04-28,ID,26873.92
52,140ba4dd-32db-4da8-9753-05a235fb7243,2106073037,M,Ganjaran,Dongoran,Ganjaran21@yahoo.com,"Teacher, adult education",Visa,"Gang Ciumbuleuit No. 65
Magelang, PA 28188",Balikpapan,+62 (91) 407 4669,1979-04-15,ID,91475.75
53,634ec73b-bc41-4fa1-9736-f9a3de1f25ae,2452945529,F,Novi,Lailasari,Lailasari40@hotmail.com,Speech and language therapist,AMEX,"Gg. Dr. Djunjunan No. 2
Pariaman, AC 12737",Lubuklinggau,+62-041-386-7847,1965-04-25,ID,78853.66
54,f9317eff-18c3-48b7-9335-051c61679a6d,6450904639,F,Zulfa,Andriani,Andriani08@hotmail.com,Public affairs consultant,AMEX,"Jl. Abdul Muis No. 517
Bengkulu, Nusa Tenggara Barat 75180",Probolinggo,+62 (81) 536 7281,1977-06-02,ID,33489.44
55,e206fd64-76dd-43d7-a420-bf7dcb1dad87,4460939713,F,Tina,Farida,Farida62@gmail.com,Cartographer,MasterCard,"Gang Sentot Alibasa No. 5
Ambon, Jawa Timur 22965",Padang,+62-333-754-6164,1948-11-12,ID,48899.11
56,83ea3226-887e-48f7-a4d9-1841f7faed8b,9812687096,F,Kania,Puspasari,Puspasari37@yahoo.com,Interpreter,AMEX,"Gg. Pasirkoja No. 7
Batam, Papua Barat 76415",Palangkaraya,+62 (593) 600 4835,1946-02-07,ID,32111.17
57,b3d1ef69-51c3-474a-9b23-adeb32b661cf,7998953304,M,Carub,Hidayanto,Hidayanto80@gmail.com,"Engineer, electrical",AMEX,"Gg. PHH. Mustofa No. 54
Pontianak, Gorontalo 52592",Banda Aceh,+62 (92) 669 8686,1991-02-13,ID,52328.22
58,9e71415f-e4a9-4bbf-a958-c9d3a13f4e5d,3031858721,M,Jayadi,Sihombing,,Systems developer,AMEX,"Jalan Cempaka No. 485
Sungai Penuh, Kalimantan Tengah 61138",Dumai,+62 (090) 668-9518,1956-01-02,ID,98079.4
59,66783507-d2c7-455d-bf9e-fe2d14df6848,2729476757,M,Cahya,Sirait,Sirait60@yahoo.com,Advertising copywriter,MasterCard,"Gg. Gardujati No. 9
Palopo, Kalimantan Selatan 94998",Bogor,(0387) 134 2102,1973-02-07,ID,92180.43
60,e7c38cea-1d97-4abc-937b-67d1df1aa28d,4597064370,M,Mulya,Prayoga,Mulya07@yahoo.com,Diagnostic radiographer,Visa,"Jl. Erlangga No. 88
Surakarta, KB 42819",Pontianak,(077) 832 6413,1972-02-03,ID,24740.13
61,f8e65558-b87d-4f3b-ae60-b6154c7b4210,8715978793,F,Vivi,Widiastuti,Widiastuti24@hotmail.com,"Librarian, public",Visa,"Jl. Indragiri No. 2
Banjarmasin, JB 29928",Padangpanjang,(013) 405 7663,1978-06-06,ID,98296.82
62,19ad2cb1-69d0-4498-b7b4-17b23f72d7e2,7048552618,F,Ellis,Suryatmi,Ellis17@gmail.com,Psychiatric nurse,AMEX,"Gang S. Parman No. 41
Banjarbaru, Papua Barat 18139",Tasikmalaya,+62 (014) 876 2069,1993-05-28,ID,83902.27
63,42f3c6a8-e46a-4275-9dd8-118a72780713,3691654013,F,Samiah,Utami,Utami06@gmail.com,Social researcher,AMEX,"Jalan KH Amin Jasuta No. 425
Palangkaraya, PA 32850",Tangerang,(071) 866 4101,1985-06-21,ID,93159.2
64,2697de5b-9bc5-4388-aa5b-8722b45edea9,6523828169,F,Clara,Melani,Clara32@yahoo.com,Seismic interpreter,AMEX,"Jalan Pasirkoja No. 329
Tegal, Papua Barat 91552",Purwokerto,+62-070-675-5498,2001-10-08,ID,99216.5
65,2db6cde0-adc1-4cd3-984e-a4e6da348ac3,4098102946,F,Salsabila,Nasyidah,Salsabila68@hotmail.com,Paramedic,Visa,"Gg. Dipenogoro No. 661
Pangkalpinang, Sulawesi Selatan 69564",Semarang,(064) 767-0037,1964-10-08,ID,33294.98
66,3aab4f73-c009-4c24-aeb7-d0b16f8f73c2,4157900104,F,Dewi,Mardhiyah,Dewi01@hotmail.com,Theatre manager,Visa,"Gang Peta No. 703
Metro, Riau 42776",Jayapura,0891364667,1993-04-07,ID,46385.28
67,f0757171-5cfc-4627-9bcd-de21f3885e94,8437439660,F,Indah,Novitasari,Novitasari57@gmail.com,"Geologist, engineering",AMEX,"Gang Peta No. 655
Tidore Kepulauan, Papua 88413",Banjarbaru,+62 (004) 577-5058,1959-03-29,ID,79097.92
68,8a56c704-9f16-4f77-ac7d-e00e8408e3b4,4346395999,F,Yance,Suartini,Yance60@hotmail.com,Environmental health practitioner,MasterCard,"Gg. Tubagus Ismail No. 86
Ambon, SU 96361",Bitung,+62 (0651) 977-8023,1977-06-07,ID,72070.5
69,93955a3e-3107-48c9-a03d-6a2e6ce48a53,4812201351,M,Darmaji,Wahyudin,Darmaji73@hotmail.com,Commercial art gallery manager,MasterCard,"Gang Yos Sudarso No. 21
Palangkaraya, BB 85432",Serang,(0553) 421-2085,1952-02-14,ID,72890.78
70,bb70ceb6-a2bf-4b22-8944-7bcbc5d74aaa,1067781667,F,Cinta,Mulyani,Cinta36@hotmail.com,Actuary,MasterCard,"Jl. Dipatiukur No. 957
Kendari, KU 15680",Mojokerto,(0435) 133 4156,1949-11-18,ID,31639.17
71,56c5bf65-ed0f-4183-8312-17527ddd58b0,3041958145,M,Luluh,Manullang,Manullang13@hotmail.com,Tour manager,Visa,"Jalan Joyoboyo No. 60
Sorong, Sumatera Selatan 22333",Tangerang Selatan,+62 (266) 102 9057,1964-11-09,ID,78043.6
72,c50e0479-61cb-4bd3-997d-d0304ed38bf1,4090508700,M,Labuh,Prakasa,Labuh56@yahoo.com,Historic buildings inspector/conservation officer,Visa,"Gang Bangka Raya No. 3
Malang, MU 22094",Cirebon,(027) 264 4941,1983-03-02,ID,23087.1
73,e4ae5e20-3dbf-42b6-9f57-e32c0684acef,9391749548,M,Danuja,Siregar,,Clinical cytogeneticist,MasterCard,"Jl. Indragiri No. 583
Binjai, Kalimantan Selatan 31941",Salatiga,(0411) 669-9034,1960-05-11,ID,60385.9
74,30babcc7-a7cd-4669-9721-e07c88699a6a,9009009813,M,Danang,Pratama,Danang79@hotmail.com,Best boy,AMEX,"Jl. Suryakencana No. 56
Parepare, JB 54648",Tanjungbalai,+62 (842) 667-2954,2000-12-12,ID,4610.41
75,d1d5f14a-ad3b-43e4-b324-5163bfd3c3a8,7102625680,F,Jelita,Laksita,Laksita91@yahoo.com,Early years teacher,AMEX,"Jalan Erlangga No. 75
Medan, SU 38787",Purwokerto,0805405628,1984-11-05,ID,72285.36
76,524da7dc-5d90-4760-834a-5063f2c05372,7237186458,M,Kambali,Rajasa,,Water quality scientist,MasterCard,"Gg. Kebonjati No. 209
Cirebon, BE 77864",Sibolga,(0388) 925 6786,1970-10-07,ID,67097.71
77,a0686df9-200f-4f01-a33f-ce03040d33f8,2189863618,M,Jatmiko,Firmansyah,Jatmiko22@gmail.com,Advertising copywriter,AMEX,"Gg. Rungkut Industri No. 003
Bogor, Kalimantan Barat 84268",Manado,+62-332-331-9726,1951-05-22,ID,46415.86
78,31943ee4-5137-4b28-8426-cd0c1757cee3,0077776762,M,Laswi,Nugroho,,Geophysical data processor,MasterCard,"Jl. Jakarta No. 7
Tebingtinggi, Kalimantan Timur 59496",Cilegon,+62 (0629) 927-6531,1971-12-22,ID,31338.5
79,db1dc65e-443f-45a5-8a18-0b2408827dab,5778341691,M,Rangga,Saragih,Rangga97@hotmail.com,Therapeutic radiographer,AMEX,"Gang S. Parman No. 958
Serang, Kalimantan Timur 84600",Parepare,+62-858-886-3336,1950-12-27,ID,3815.9
80,e620e245-3dc0-4c5f-ae16-a0d1fa9a845f,1048983325,M,Prayitna,Pranowo,Prayitna58@yahoo.com,Dentist,MasterCard,"Gang Jakarta No. 121
Pagaralam, Kalimantan Timur 70288",Sawahlunto,+62 (51) 868 8647,1975-11-13,ID,58308.32
81,cdc81c54-bea5-4674-ba07-e5d2ea93ca17,2960255972,F,Siti,Mardhiyah,Mardhiyah94@yahoo.com,Chief Marketing Officer,Visa,"Jl. Ahmad Yani No. 223
Batu, BE 37911",Payakumbuh,+62 (230) 210-9756,2000-06-05,ID,90555.95
82,a7ccdb70-b4e9-4583-a549-56861b4868fd,7099777050,F,Rika,Pudjiastuti,Rika30@hotmail.com,Regulatory affairs officer,MasterCard,"Jl. Antapani Lama No. 16
Tangerang, Banten 05702",Bau-Bau,+62 (02) 444 3612,2005-06-26,ID,39603.58
83,2c5682e3-7688-4407-bbc1-2b4bd7ce520a,0094559838,M,Kusuma,Wahyudin,Kusuma15@yahoo.com,Hospital pharmacist,MasterCard,"Gang Sadang Serang No. 71
Banjarbaru, KS 38566",Pekalongan,+62 (029) 947 6684,1949-10-22,ID,89692.81
84,348f991f-77df-4ab4-a523-66424079715a,1926577213,M,Saadat,Gunarto,Saadat49@hotmail.com,Medical secretary,Visa,"Jalan Medokan Ayu No. 4
Pematangsiantar, BE 26451",Banda Aceh,(082) 968-0575,2009-07-19,ID,51932.11
85,56750173-aefa-4948-a6ec-2f728fba9589,1458639198,F,Gina,Oktaviani,Gina16@hotmail.com,"Clinical scientist, histocompatibility and immunogenetics",MasterCard,"Gang Ciwastra No. 1
Metro, AC 64422",Semarang,+62 (80) 322-8452,1990-02-11,ID,9190.93
86,97d4861d-b50c-404b-b900-2341b48ca7ee,6102057500,M,Rendy,Kusumo,Rendy69@gmail.com,Telecommunications researcher,MasterCard,"Gang S. Parman No. 40
Kota Administrasi Jakarta Barat, JT 63304",Padang,+62 (0237) 803-0006,1985-07-30,ID,48176.0
87,680cb53b-97d8-44c9-839f-7d1a5d28bf69,5512424812,F,Lidya,Pratiwi,Lidya14@hotmail.com,Volunteer coordinator,AMEX,"Gg. Siliwangi No. 20
Bukittinggi, Nusa Tenggara Timur 68947",Bontang,+62-0381-576-6077,2003-07-22,ID,94579.95
88,26658f2b-11ad-459c-845e-8a0c14b29beb,3291155596,M,Kemba,Winarno,Kemba96@gmail.com,Logistics and distribution manager,MasterCard,"Gg. PHH. Mustofa No. 05
Parepare, GO 73786",Padang,(048) 263-0877,1960-06-14,ID,8621.37
89,af50afaf-c728-4cd9-ad4b-ffa3c136288e,2830134648,F,Wirda,Usada,Usada65@gmail.com,IT trainer,MasterCard,"Jl. Bangka Raya No. 02
Kota Administrasi Jakarta Selatan, MU 25413",Bengkulu,+62 (019) 232 9666,1999-01-23,ID,53580.29
90,9d00507b-e5ce-4167-931b-1b7d1207541d,5237447297,F,Ophelia,Rahayu,Rahayu37@yahoo.com,Oncologist,AMEX,"Jl. S. Parman No. 7
Tasikmalaya, Sumatera Selatan 74916",Pontianak,0822483034,1983-05-08,ID,11478.62
91,06b179da-6f3e-4111-b8d2-04be044fc8ff,0871499156,M,Koko,Ardianto,Koko78@hotmail.com,Materials engineer,MasterCard,"Gg. R.E Martadinata No. 237
Pekanbaru, PB 46288",Lhokseumawe,(088) 367-2541,2002-11-14,ID,35677.8
92,1d0c8a23-011b-4eb1-87c0-f1f8fd9c690d,5487520836,F,Laras,Fujiati,Fujiati32@hotmail.com,Corporate investment banker,MasterCard,"Jalan Ciwastra No. 1
Bandar Lampung, Kalimantan Timur 51549",Kendari,(064) 764-1602,1977-05-08,ID,62772.82
93,8c1df231-7a11-4585-8087-ae5c3688035c,6683671610,M,Kambali,Hardiansyah,Hardiansyah22@yahoo.com,"Production designer, theatre/television/film",Visa,"Jalan Dipatiukur No. 59
Sorong, SN 51311",Batam,+62 (89) 233 9415,1989-03-09,ID,8051.95
94,cf67a94b-83aa-4af0-ba83-7b2dffa9691b,5548052635,M,Martani,Prasasta,,Secondary school teacher,MasterCard,"Gg. Kapten Muslihat No. 875
Kota Administrasi Jakarta Selatan, Kepulauan Riau 01379",Cimahi,(0138) 013-2648,1990-04-01,ID,21391.69
95,3b941d9d-6be7-4aa1-9a37-e2cae310c577,0558925453,M,Wadi,Maryadi,Maryadi34@yahoo.com,Printmaker,MasterCard,"Gang Setiabudhi No. 52
Magelang, Bali 91031",Bukittinggi,(045) 930 3121,1950-11-09,ID,44331.79
96,467e616c-576f-46aa-ac57-67d18553be0d,1782911027,F,Kezia,Wastuti,Wastuti91@hotmail.com,Midwife,Visa,"Gg. Pelajar Pejuang No. 2
Bengkulu, Sulawesi Utara 45415",Dumai,+62-004-030-1878,1961-09-12,ID,25530.3
97,e197b1d7-dfc0-4fef-bcd9-46a1a3cabc25,0429448934,F,Cici,Palastri,Palastri96@yahoo.com,Facilities manager,AMEX,"Gg. Erlangga No. 048
Metro, Sulawesi Tengah 69007",Manado,+62-724-602-4026,2008-10-22,ID,96317.74
98,a0745f99-18ea-4c99-84ab-3e556cd64e7c,9904561200,M,Legawa,Thamrin,Legawa62@yahoo.com,Armed forces operational officer,MasterCard,"Gg. Rungkut Industri No. 9
Bau-Bau, DI Yogyakarta 01099",Langsa,+62 (032) 135-9872,1946-09-26,ID,13050.48
99,20cb04cf-4e10-43ff-927e-53b664f7b7e0,1056385182,F,Malika,Usada,Malika79@yahoo.com,"Engineer, agricultural",Visa,"Gg. Pasirkoja No. 9
Purwokerto, MU 41915",Purwokerto,+62 (64) 237-4704,2005-10-25,ID,31466.75
100,ab7ff612-3ec1-41eb-a333-c3b8bfd3e849,8138240206,M,Gatot,Sirait,Sirait15@hotmail.com,Chartered management accountant,Visa,"Gang Kapten Muslihat No. 053
Malang, Bengkulu 88998",Cirebon,+62 (116) 082 2232,2006-08-06,ID,38753.49
